id,language,text
18048295570714592,gl,"pos xa que a lugo non ves ... pos iría a león ca miña pandereteira ""novel"" "
18046473577714736,pt,nos vamos a llangreu? 
17957398757634594,pt,"león , zamora ou llangreu"
18011023298370668,pt,con a llangréu
18047866792717368,gl,a calquer concerto estaría ben...
18001835600081260,pt,qué orgullo de vos tanxus!!! dende bilbao seguin todas as actuaciones e fin a todas as que puden..son do ríos perto das tanxugueiras de fumaces e sodes o mais grande que pariu a música galega os últimos anos 
17990843900288968,gl,"unha noite chea de emocions, grazas tanxugueiras por facernos tan felices, viva galicia, viva a cultura e viva a música"
17997879914175012,gl,"hermosuras y queridiñas nostras ,"
17974658237636816,gl,ainda que non puden ir non sabedes a ledicia tan grande que teño de ver o coliseum cheo por vos e por a nosa cultura que coa música parece que por fin lle está chegando a nosa xuventude.grazas
17915979455845558,pt,que loucura
18046143685560208,pt,histórico
18013916747021392,gl,"hoxe, mañá e sempre!!!  sois necesarias!!! gracias"
17993917013248216,gl,"espectacular, miña nai "
18303628999134944,pt,que precioso to do 
18007756391178916,pt,este concierto foi maxia pura! 
17849739219090664,pt,"o coliseum ata arriba, ailala laa en coruña non hai fronteiras "
17957536298724632,gl," pel de pita, pelos de punta. orgullo inmenso enche que desborada!!grazas por todo, grazas por tanto. espero ter a sorte de asistir ao proximo!!!"
17989722731233308,gl,pili eres moitiño 
17917425140821162,gl,eres unha crack 
18195371500278620,pt,"ola, son incapaz de mercar as entradas. xa se pode facer? grazas"
17863409465963352,gl,"está activa a venda, si! que problema tes? cóntanos por mensaxe se precisas :)"
17842435239073800,gl,"xa amañei, grazas!"
17973722996574028,gl,"xa amañei, grazas!"
18002044841090730,gl,"xa amañei, grazas!"
18140895988305836,gl,isto foi a causa da miña confusión!!! 
17845761843183010,gl,aiiii emoción ao máximo
18305765509146976,gl,tanta iluuuuuu  vouna poñer en bucle jajajaj
17998149884606944,pt,me toooo. a primavera está agardandooo
17891516624942600,gl,"conto os días, os minutos e os segundos para poder desfrutala e arrepiarme de novo. gracias "
18432336667006352,gl,amarrada a túa voz! que traxectoria fermosa e o que che queda!!! 
18098386516395448,gl,desexando poder escoitalo!! 
18113377894370176,pt,non o dubido!  o teu traballo nunca defrauda 
18036689338884560,gl,que preciosidade  tantas ganas de escoitala 
18007501148181060,pt,seguirei mirando a luz do teu faro! 
18006645542456784,pt,quando te voltamos a ver em portugal?
18012076853199216,pt,que bonito 
17927596946760504,gl,pel de galiña
17998367399603332,pt, preciosa!
18069482218443056,pt,precioso
17999777102598692,pt,preciosa!!!
18062093731520324,gl,"preciosa, graciñas"
17974024532547492,pt,que fermoso este alalá 
18035445073723712,pt,que bonito
18324783826187360,pt,que bonito!
17856661389118604,pt,día inolvidable e speech que levarei no cora sempre 
17876082009050616,gl,morro de amor e de orgulllo a partes iguales....e cada unha máis que a outra!
18221599111280176,pt,felicidades!!! 
17970507452552764,gl,con pel e galiña e a emoción nos meus ollos. que precioso todo
18002546960203200,pt, a valente e xenerosa marián  felicidades emocionadas 
18022194470031208,gl,joo moitas gracias!  espero que che gustase  temos unha comida de domingo pendiente 
17849702319157860,pt,querote pati! gracias sempre 
18037955509696040,gl,joo gracias amora! 
18049041328547608,pt,
17999064905280138,pt,parabéns marián! fermosisimo!
17976078710665820,gl,moitas gracias mariana  feliz de coincidir
18329102053142044,gl,amoriñooo
18024176339044232,gl,noite bonitiña 
18014141048223260,pt,foi fermoso! sumamente elegante e maravilla
18421548586021112,pt,preciosa e inesquecible noite. gracias
18043272883650944,gl,este é o noso canto de liberación 
17912945921907312,gl,miña juapa!! 
18246616243218760,gl,noraboa polo lanzamento! ansioso por escoitalo. moita sorte. apertas
17966194190583562,pt,por fin!!!! 
17900012231957636,gl,a por el! 
17995660643606816,pt,que fermosura o alalá do cebreiro 
18420177322003472,gl,eu xa pedin o meu coa botella d viño po mes q ven tokalle a algunha prenda d roupa
18029620294821420,gl,encantame. noraboa polo novo traballo. vemonos no colón.
17872212033067952,gl,"por fin chego!! parabéns!! gran traballo!! cada canción é marabilla, delicia,pura fermosura para a alma e corazón"
18011389838264424,gl,q bonito desexando escoitalo
17990390309397884,pt,"deseando escoitalo, gracias a ti por ser. "
17891518502917404,pt,me parece brutal  
17893282046988192,gl,"un honor e pracer infinitos, grazas a ti "
18011641718221288,gl,preciosiña 
18031101940895920,pt,guapa 
17997135701300684,gl,"preciosidad despertar e verte que orgullo vervos ali, nas ventas con paula  momentos que te alimentan a ti e a nos, verte feliz e triunfar e unha das mellores cousas do mundo. querote infinito "
17912683904812412,gl,bonitiña miña 
18010341830268036,pt,non podés se mais bonita! 
18115503172359000,gl,que preciosaa 
17904102383936184,gl,esa olaiaaaaaaaaa mais preciosiña imposibleeeee queremosteee
17989057184413400,gl," e isto é so a obertura do que vén!!! e veñen curvas , agarrádevos!!! "
17847290541169048,gl,e o que se vennn
18026962909813884,gl,dexesando escoitar todo disco  noraboa 
18072913087461960,pt, brava. quedou xenial
17988143426448028,pt, sempre!!!!!!
18026596846826200,gl, leva kg de amor
17850635307155336,gl, sii que ganas
17988024833628056,pt,querote!
18019897055093484,gl,lindiña!
17901540629951624,gl," gracias miña linda, por todo!"
18394636303039056,gl,noraboa...!! encántanme ese outfit..!!
18029778352649560,pt,noraboa!! mais que merecido!!! 
18268791643092744,gl,"moitas felicidades, mozas."
17958646928539256,pt,"parabéns, meninas lindas! o meu cariño sempre!"
18015360427929624,gl,moitísimas grazas!! 
18084755950390892,pt,felicidades
18272893597080172,pt,parabéns!
17878858920022372,pt, morro! 
18000939491409516,gl,que chulas as fotos! desexando escoitar todo 
17994435257327996,pt,ai! que lindiña es!  gracias!  desexando saber que che parece 
17974512554662288,pt,de morte morrida!  amote
18037208149694892,gl,lindiña! hoxe viñechesme á cabeza 
17870714265064340,pt,con ganas deso!! 
18018392845936304,pt,pois temos que vernos!
17892124820876250,pt,alí estaremos.
18020595265756368,pt,o orgullosa que estou de tiii
18036867697623800,pt,guapa! 
18016133500956088,gl,grazas por abrir camiño!!
18086757601401536,pt,e eu de tí meu amorrr!!!
17987636531528068,gl,que día de emocións vai ser o sabádo que ven! ganas de que chegue e ganas de arrouparvos!
18247438285229000,gl,eres luz  mereces todo isto e máis 
18092338294357792,gl,"es unha guerreira, unha loba con un mundo moi fermoso dentro. bonita por dentro e por fora, quérote miña oli! o sábado viviremolo xuntas, orgullo de vós non podo ter máis! "
18066836977459984,pt,"xenial! agora, disfruta moito cos teus, "
17917209641832470,gl,e eu a tí miña vida!!!!!
17984037677544548,gl,grazas por estar sempreeeee!!
17951613911708728,pt,estou tan orgullosa de ti e de todas 
17984208806605560,pt,e alí estaremos todos os que vos queremos 
18010699717932054,gl,"traballo e confianza. os imponderables son cousas que escapan, pero sen traballo a reo e confianza no bo camiño non hai nada. noraboa, alí estaremos gritando a tope "
18020861038903020,gl,"non sabes ben o que me está tardando,son o compi de vane,vimonos no partido en san mamede,e o domingo, cando suspenderon o partido en cacheiras, estaba con tua nai pero chovia tanto que non lle mandei o vinilo para firmar,xa cho mandarei outro día.o sábado,vai ser imposible sacar unha foto cas tres non?? si pode ser, dime a qué hora e a quen teño que dirixirme, porque xa che quixera levar o vinilo en esteiro, pero dixeronme os de seguridad que debía de ter unha autorización de alguen do equipo.xa sei que e moito pedir, pero por pedir que non sea,e xa falaremos, que ainda che teño que pedir unha cousa mais,e unha foto ou das tres,ou do grupo completo cando actuales,eso necesito que sea ka mellor resolución posible porque o necesito así, que sepas que con ésa foto vou a facer algo para regalarvos a tranxugueiras da miña parte, sinto non poder darche mais datos, pero creo que vos vai gustar.un saludo e a ver si nos vemos o sábado."
17998787468135876,gl,"de algo podes estar segura, e é que se algún día esa nena se atopara contigo, estaría orgullosa de todos os soños que levaches á realidade  dende fora, a xente que te admiramos, non podemos saber o que loitaches, pero si que vemos os froitos do que traballaches. e é unha das moitas razóns polas que tantxs estamos aquí "
17942578253756338,gl,parabéns olaia!!! cumpres o memo día cá miña filla!
18014149808490604,pt, querote
18098996548391136,gl, feliz de compartir camiño
18015921896477400,gl, gracias miña partner in crime
18017196590479480,gl,aiii ainda por encima somos veciñas?? 
17996475647587800,pt, querote
17971455566535716,gl, equipo
17999348273449848,pt,as mais chachi guais!    gracias por participar 
17934514619716360,pt, do mellor barrio!
18023087420058296,gl,wow marian  qué lindo soa! e persoas lindas.
17968848230703070,gl,guauuu!!! espectacular o chamado e desexando escoitarte !! 
17998679096279040,gl,boa intro!! sona moi ben! moi moi ben  desperta a curiosidade
17867758410077856,gl,quérote!!!
18014143835165386,pt,"volo merecedes!!! quen a sigue, a consigue, e co currantas que sodes non hai quen vos pare "
18334336999128504,gl,parabens polo traballo que levades feito estos anos
18309401098125664,gl,eres fermosa en tódolas acepcións do termo  grazas por ser ti
18088066357417784,gl,devolto quedou e con creces. síntete e sertirvos orgullosas porque os que non temos palabras pra agradecer somos os vosos siareiros. nótase cando unha artista pon a alma no palco e vos fixechedelo en canda un dos concertos que tiven a sorte de ver e sen dúbida en todos os demais. o de esa noite foi emoción pura e xa forma parte da vosa historia e da de cada un das mais de . persoas que estivemos ali disfrutando do voso esforzo e o voso traballo 
18402851722067520,gl,"creo que xa cho dixen todo nesta vida; dende o orgullo que sinto cada vez que te vexo enriba dun escenario ata o agarimo que che teño e o feliz que me fai verte sempre. confía e traballa sempre coma até o de agora, levades moitos anos da vosa vida facendo historia e deixándonos a nós ser partícipes. grazas por cada pequeno detalle, eres do máis especial "
18001923146390576,gl,"pero que grande e bonita eres olaia  é máis que merecido o vivido. aquí estivemos e aquí seguiremos, seguiremos acompañandovos nos vosos concertos e vós a nós no noso día a día através das vosas cancións "
17989664978397706,gl, encántame lerte
17938834088697076,pt,que grandes eres 
18019981394024244,gl,e máis que ven este ano 
17968330310571744,pt,mereces todo o bonito que che pasa 
18415349371004344,pt,apertas na barriga dende o brasil 
18227471893252556,gl,"o teu corazón e tan puro e tan bonito que trasmites ata o que sientes ti en nos,estou segura que te mereces todo porque como dixeches traballachelo ese dia quedou grabado no noso corazón para sempre aseguroche vamos poño a man no lume a que todo o que che esta acontecer e por a tua positividude o teu traballo e toodo o amor e empeño que lle puxeches porque seguro que che saliron mais oportunidades e fixeches o posible sin saber o que che depararia o futuro seguro que tiveches obstaculos pero ti saliches adianto como unha guerreira que estas feita! por eso que eres un referente ao que seguir querote moitoo grazas por todo oliii"
17936047697803124,gl,"miña bonita, mereces o mellor deste mundo "
18047198380610632,gl,"dos meses despois e ainda sigo sin superar absolutamente nada dese día, sempre orgullosa de vós, orgullosa de ti. gracias a ti por facernos sentir tanto cando te vemos enriba dun escenario, gracias por nunca rendirte. sigue confiando en ti, por que vas chegar moitisimo mais lonxe. querote millons "
18042514168638168,gl,",nos seguimosvos xa fai unha longa tempada ,cada concerto que fumos fochedesvos facendo ese oco pequeno no corazón de cada un dos vosos fans ,sodes sinceras e reais ,e unhas artistas coma a copa dun pino,non,dun ciprés ,seguide devolvendonos o que vós damos ,coma vos dicides ,có que mellor facedes ,arte  sodes moi grandes ,"
18014336897482656,gl,pois xa sabes… chegadas ata aquí xa nada é imposible!!! 
17950633490765090,gl,quérote tantísimoooo
18384445882073792,gl,"hola olaia,as gracias doubolas eu a vos,fixestesme pasar unha noite que non olvidarei na vida,, creo que xa che dixera que a miña finada muller,estuvo moito tempo enferma e deciame,""a ver si me poño un pouco ben para ir a ver as tanxu"" eso non pudo ser, era o único que me faltaba no concierto pa que fora a noite perfecta,ainda así, fixestesme pasar unas horas moi feliz, por eso, gracias a ti,e a todo o equipo en xeral gracias de corazón,e espero poder seguir disfrutando moito tempo de vos,. un bico grande desde raris e de parte de ramón (o compi de vane do praiña)"
17974758389636792,gl,"noite histórica inesquecible. grazas, grazas, grazas!!!"
17974072553505468,pt,siiiii!!!! enchémolo!!!!! que ben o pasei!!!!
18092036323380984,pt,felicidades 
17980238366442572,gl,o único que pdo decir nestos momentos e que estou moi orgullosa de vós 
18086166070398240,pt,que o destino vos cruzara no nosa vida tamen foi o mellor que nos puido pasar a nos ! sodes incribles queremosvos mil!! 
18041100844606784,pt,"non daba credito o tal aguante que tendes esas gorxas da xenio escoitalanoraboa rapazas , material e"
17952008183617014,gl,cousa bonita fixestes 
17970981659648538,gl,viva a cultura e a música en galego 
18028952395753672,gl,os quiero moito 
18008685884157678,gl,sodes unhas raíñas
18404880802061116,gl," espectacular, inesquecible, irrepetible...calquer cousa que digamos quedarase curto...pero nuns anos, cando os nosos fillos estuden este día no insti (porque ten que saír nos libros de historia) poderán dicir con orgullo: ""eu estiven alí!"""
17943591248750132,pt,sodes o mellor da galiza dende as irmandades da fala 
18017377939959968,gl,"a noite do sábado foi o mellor regalo de nadal. nòtase cando un artista é, ademáis, músico. e iso sodes vós e todos os que vos acompañaron: grandes músicos. que bonito e emotivas foron cada unha das cancións. vos non esqueceredes esta noite, pero nos tampouco. g r a z a s "
18205654042302324,pt,"nunca esquecerei o sábado, foi un soño feito realidade, un orgullo, un espectaculo,graciñas por tanto!! querovós tanxu!! querote sabela!! desexando comezar a nova xira con vós "
17907893747889656,gl,"unha noite especial,increible,inolvidable.."
17878679732981228,gl,enorme sigue así chegarás moi alto marian
18009936332065720,pt,adoro a última imagem 
18418377637027496,pt,ghuapa!!!!
18027612685913944,gl,que preciosaa 
18045847855619088,gl,"eres tan petit que pareces unha flor, ámote "
18024247732972860,pt,queremos te aidiii
17890911845917616,pt,"eu cada vez que leo o de ""petit"" , ah pero era de aida"
18025482859818104,gl,eres unha crack 
18018833302929924,pt,pequena 
18176697631291960,pt,i os chocos y zamarra??
18001544246519196,gl,xa somos dous
18088746109368624,gl,"eres o mellor, de corazón "
18016031776847392,gl,pasiño a pasiño ides chegar lexos. sodes un mísil a propulsión 
17891600354955214,gl,por todos os que nos quedan 
18342750115128960,gl,que ben explicadiño  a ver se entenden
17937766817712722,gl,eres luz tamén 
18116107162362288,pt,"non estou dacordo, aos homes anúlasenos sentimentalmente moitas veces, non hai moito para nós se buscas na rede en canto a ese tema."
18027388630988356,gl,eres persoalmente...de un xeito maravilloso
18231293368250952,gl,"cando alguén fala con paixón do que sinte ou do que fai, nótase!"
18018071903178180,gl,oxalá foramos moitas como ela son unha fan incondicionable
17881877652026156,gl,iso e moito máis 
18004495196143270,gl,graciñasss!!!
18400189939058476,gl,podes ser máis bonita ti? queroteeee 
17863719009026912,pt,preciosas 
17990022101220854,pt,preciosa
18212349196258680,pt,"mooozaaaa,teño terras,teñi vacas,teño millo e patacas"
18164151763291056,gl,"para min, o de aida... aínda que coas boobies miñas..."
17984401907502060,gl,fotóns!! ganas de nova música!
18054588370605772,pt,que fotazas....
17999485613317318,gl,"¡compañeira! nesesito unha sobredose da tua musica, do teu falar...da tua enerxia, do teu berrar. para cando pola ria de arousa?"
18043530955707288,gl,que cousa máis bonita. onte escoiteite todo o día.
18016753295272684,gl,boooh!! xa que andabas por aí tiñas que te achegar ao cole. habíache molar muchirmo cómo da as aulas . a ver si colaborades e sacades un single (metede coros dxs nenxs do cole!)
17970718037696080,gl,"estas non son de hoxe,senón volavas"
18091780948423472,gl,"moi guapa, igualiña que seu pai"
17990482835446616,gl,mil grazas
18011390645462500,gl,sería xenial que nos fixera unha visitiña polo cole!!
18003645311414016,pt,"porque caión é caión, non si ? "
17996473829613606,gl,artistazas as dúas
17863193319103132,gl,"son de ribeira,pero porto tan lindo como o d caión...poucos"
18016291280330672,gl,"home, moito o teño paseado! quen é ese tal manuel?"
18019187369155780,gl,ese tal manuel é un moi bo amigo teu...
18023322260314188,pt,xuroche amor eterno !!
18098366971396104,gl,fermosísimas.
17996550467338912,gl,"fermosas fotos. eres unha muller das que fan moita falta. un faro como persoa, música e loitadora. con moitas gañas de voltar verte en pontevedra"
18044121274662832,gl,"a modelo hai que deixalo...( cómo dicía unha tía miña) pero tamén lle axuda o entorno e como non fotograf@, un moi bo conxunto!!!"
18140705212316880,pt, canta calma...
17996546747330392,pt, música con maiúsculas 
18043683895654916,pt,festaça
18097392121395236,gl,boa enerxía con zenzar! --e ogallá un xabarín con sés e de presentadores. a cativada volvería ter amor pola nosa lingua.
17850075978161154,pt, precioso!!!
18020370004928372,gl,a canción pola que comecei a ir a festivais 
18226192948256408,pt,"mil grazas por estar, foi un reencontro (xa o dicía xurxo) precioso"
18012243386211092,pt,unha delicia de noite entre amig@s e cun público enorme! precioso
17982475754614790,pt,tas mais impaciente que os peques 
18212635696273184,gl,felices reis se te ve moi ilusionada espero que te traerán moitos agasallos tanto para vos e para os teus fillos bicos 
18023561165063044,gl,"son temazos que me acompañaron sempre ,grazas pola tua musica ses e non non debes de deixar de cantalas nunca "
17956714922754132,gl,"tes razón, pero consegues namorarnos con cousas novas como o medo dunha nena ou para cando eu morra"
18021040568291208,gl,"""mais aínda seguimos aquí...."""
18030706453926960,pt,o primeiro amor sempre deixa pegada 
18051801871599528,pt,moi boa e lucida conversa. parabéns!
18020609225113240,gl,a mi gústame moito humanamente e non hai de escoitalo en directo 
17919578381871930,gl,que gustazo escoitarte tamén cando falas 
18024311714042892,gl,encántame escoitarte xa sea cantando ou falando...
18343688371100564,gl,"son temas moi bonitos...pero personalmente escoitar ""a chamuscada "" ou "" mais que quimera"" e para min un chute de enerxia, un soriso, unhas lágrimas... as miñas preferidas"
17992478585622288,gl,a ilusión é nosa 
18018431948143808,pt,grazas por entendernos. pero temos capacidade de amar moitos mais temas. non dubides de nós 
18035333380886016,gl,"escoitar ""tempestades de sal"" xa é himno. escoitala cantada polo público ten q ser máxico! grazas por este himno!"
17970017876579228,gl,"mmmmm como te,amo!!!"
18410877136064088,gl,dunha vez que sufres sesitis crónica.....tódolos temas son temazos e himnos.....bravisima!!!
18258015631166748,gl,non o creo  voulle tirar máis horas que ao baldurs gate 
18032977621584268,gl,eu quero unha camisola :(
17942492300777084,pt,?????? lume na palleira
17995101914220488,pt,vaia macarra
18050906920548028,pt,foi falar o peludo
17990468270422072,pt,queremos un directo!!!!!! pa cando??
18049689877611448,gl,e unha canción fermosa… e como non viaxas a chile vou ter que voar a galiza para cantar tuas cancions 
17909123432844504,gl,non hai nada que soe coma ti....polo menos neste planeta. queremos mais do mesmo canto antes miña vida
17909656526925768,pt,verdade!
18311390338178708,gl,ti soas a vida mesma sin falsedades nin mentiras. mais pura imposible
18062842876470360,gl,di que si...
17996335547573758,pt,"eu busco o que soe a ti, porque grazas a iso para min houbo un antes e un despois ..."
18034141657848616,gl,cantas ganas teño de escoitarte
18023682146091404,gl,a música sae do corazón.
18008380007126480,pt,cánto tempo???
18425253319004580,gl,"son de barcelona e vivo en galiza hai  anos, tempestades de sal foi a primera canción que escoitei en galego, namorei!!!! grazas por ser mais do mesmo!!! grazas as tuas cantigas apredin moito desta maravillosa lingua galega!!!!!"
18029933431780176,gl,"ser t, soar a ti, eu quero máis do mesmo "
18040871302685916,pt,sempre a tua filosofia da vida ..sera mais do mesmo porque eres fiel a teus principios e valores persoais...namoras
18305862130147236,gl,"pos tes razón, filliña! na que discrepar"
18038623285548484,gl,quérobos!
17961777278670152,gl,grazas pola canción 
18027476017775440,pt,semente de vencer 
18019177798820652,pt,emocionante! 
17921740322732014,pt,semente de vencer 
18017012881931180,gl,"non me pega nada falar de indómita nunha escola, pois na escola ensinan a obedecer, seguir unhas pautas, a ser esclavos da sociedade. pois non ensinan a ser libres, fan o que sexa para amoldarnos."
